provincia,provincia_poblacion,canton,canton_poblacion,lat,lng,Semana 1,Semana 2,Semana 3,Semana 4,Semana 5,Semana 6,Semana 7,Semana 8,Semana 9,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52,Semana 53
Guayas,4387434,Palestina,18451,-1.626300000000000,-79.97700000000000,0,1,4,1,0,2,2,2,1,0,1,2,3,9,9,5,3,2,2,1,2,1,1,0,0,3,1,2,3,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,4,1,1,0,0,2,1,2,3
Guayas,4387434,Pedro Carbo,51802,-1.833333000000000,-80.23333300000000,2,4,3,3,3,1,3,2,4,6,4,6,19,50,63,28,19,18,13,12,5,8,2,4,6,4,3,4,6,7,1,6,4,6,3,2,2,5,4,3,4,4,4,6,5,5,6,4,4,6,5,5,7
Guayas,4387434,Playas,59628,-2.623330000000000,-80.38750000000000,7,5,1,1,4,4,6,4,3,2,5,3,13,36,55,32,27,13,8,7,4,7,5,1,5,4,2,1,0,2,2,4,4,6,2,6,6,2,5,5,4,2,4,10,4,5,3,6,9,3,5,4,3
Guayas,4387434,Salitre,65765,-1.829444000000000,-79.81555600000000,5,3,10,6,3,4,5,3,5,4,3,3,26,43,23,21,12,8,8,15,9,7,6,5,4,2,5,4,9,5,1,1,4,4,3,4,2,2,10,7,6,7,3,1,5,3,9,7,8,4,6,6,3
Guayas,4387434,Samborondón,102404,-2.183333000000000,-79.88333299999999,1,5,11,6,6,6,5,6,6,1,5,8,18,57,45,31,23,15,6,6,5,5,7,4,4,7,6,4,3,9,3,3,5,8,4,6,3,5,5,3,6,5,5,3,3,6,6,4,4,6,4,6,7
Guayas,4387434,San Jacinto De Yaguachi,78204,-2.120000000000000,-79.69000000000000,2,3,4,1,3,6,3,0,1,4,3,3,7,29,25,16,13,13,6,5,9,9,10,2,5,6,3,3,5,5,4,6,2,1,4,3,5,3,2,3,2,8,6,5,0,4,8,4,2,6,11,4,4
Guayas,4387434,Santa Lucía,45004,-1.713889000000000,-79.98500000000000,3,2,4,4,2,2,4,5,6,7,5,11,42,78,36,16,15,12,18,2,5,8,3,2,9,5,1,7,3,3,7,2,3,2,4,2,2,7,1,5,5,3,1,2,4,4,4,5,0,3,2,3,4
Guayas,4387434,Simón Bolivar,32224,-2.156667000000000,-79.88750000000000,1,3,0,2,1,0,1,0,1,1,0,1,3,12,12,4,4,4,5,2,1,2,1,0,5,3,4,1,2,2,1,2,1,1,1,0,0,1,0,1,2,1,0,2,1,3,3,3,3,3,2,1,1
Imbabura,476257,Antonio Ante,54311,0.3200000000000000,-78.20999999999999,2,0,5,0,2,2,4,3,2,2,2,1,2,2,3,2,3,6,1,1,6,1,9,6,1,1,3,6,5,3,5,5,6,6,9,7,4,6,1,3,3,4,2,4,7,2,5,1,5,5,3,2,6
Imbabura,476257,Cotacachi,44203,0.3000000000000000,-78.26666700000000,6,3,2,5,4,4,1,2,3,0,2,4,1,2,1,3,2,3,1,0,5,3,5,4,5,3,2,7,6,4,12,5,9,8,4,8,3,4,2,3,0,2,3,2,2,4,3,1,3,1,5,2,3
Imbabura,476257,Ibarra,221149,0.3626780000000000,-78.13066700000000,21,25,19,24,26,21,21,21,20,16,25,17,28,23,25,19,16,25,21,31,29,22,32,36,34,33,29,35,49,54,48,59,63,47,46,43,30,38,37,30,26,23,27,30,24,29,22,29,27,34,26,34,29
Imbabura,476257,Otavalo,125785,0.2333330000000000,-78.26666700000000,9,3,17,10,9,11,10,7,5,6,7,7,8,10,10,13,9,9,13,9,8,6,9,6,22,9,17,16,21,14,23,17,22,16,16,13,23,15,10,7,16,10,6,11,4,5,11,7,7,8,7,8,13
Imbabura,476257,Pimampiro,13269,0.4000000000000000,-77.97000000000000,1,1,1,2,1,0,1,3,0,2,1,0,1,1,1,0,2,3,0,3,1,0,0,2,2,0,3,1,1,1,2,3,0,3,2,2,1,1,2,2,4,1,1,2,3,1,1,4,5,1,2,1,2
Imbabura,476257,San Miguel de Urcuquí,17540,0.5200000000000000,-78.20000000000000,0,1,2,0,0,2,0,1,1,0,0,1,1,0,2,2,2,0,0,2,0,1,1,1,1,1,1,0,1,0,1,2,2,0,3,1,2,1,0,0,3,1,3,3,1,1,4,0,3,3,2,1,1
Loja,521154,Calvas,29565,-4.320000000000000,-79.56000000000000,1,4,1,2,2,2,8,5,0,5,4,4,3,2,4,2,1,4,2,5,5,5,8,2,6,3,4,1,1,5,3,7,9,6,5,6,2,3,6,4,4,2,2,2,4,1,3,3,1,3,2,4,3
Loja,521154,Catamayo,35961,-3.980000000000000,-79.34999999999999,3,0,1,1,0,2,3,0,1,1,3,1,2,2,5,2,0,5,3,3,3,2,3,3,1,6,4,5,2,9,4,4,4,5,4,5,5,4,2,3,4,4,2,3,4,3,4,2,0,2,3,2,0
Loja,521154,Celica,16160,-4.102500000000000,-79.95444400000000,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,2,1,4,1,2,3,0,0,0,2,2,1,1,2,3,2,1,2,0,1,1,0,0,1,0,0,0,1,3,0,2,0,0,0
Loja,521154,Chaguarpamba,6620,-3.850000000000000,-79.65000000000001,0,3,0,1,5,0,0,0,0,0,0,1,2,1,0,1,2,0,2,1,0,0,0,0,3,1,0,1,2,2,0,1,1,0,2,0,4,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0
Loja,521154,Espíndola,14209,-4.583056000000000,-79.42694400000001,1,3,1,0,1,1,2,3,0,1,0,2,0,1,1,0,1,1,1,3,0,0,1,2,2,1,0,1,0,1,1,0,1,5,2,1,1,0,3,1,2,2,3,0,3,2,0,2,0,1,2,1,0
Loja,521154,Gonzanamá,10953,-4.231389000000000,-79.43527800000000,0,1,1,0,0,0,0,3,1,1,1,4,0,2,1,0,1,1,3,0,1,1,5,0,2,0,0,2,0,1,4,3,4,4,4,0,3,0,2,1,0,0,0,0,4,4,2,1,2,3,0,1,1
Loja,521154,Loja,274112,-3.983333000000000,-79.20000000000000,24,31,27,27,35,22,25,16,32,32,23,24,28,19,24,24,35,19,31,27,29,27,32,23,45,30,38,40,43,60,64,52,65,35,46,51,46,33,35,24,41,26,25,18,31,23,20,30,32,32,28,31,30
Loja,521154,Macará,20269,-4.383333000000000,-79.95000000000000,2,2,4,1,1,0,0,0,0,1,0,1,1,1,0,3,2,2,7,3,1,1,2,3,1,0,5,4,1,2,5,1,0,1,1,1,3,4,7,2,2,4,1,0,1,1,1,0,2,2,0,1,0
Loja,521154,Olmedo,4220,-3.934000000000000,-79.64800000000000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2,1,1,1,1,3,2,1,0,1,0,0,1,3,1,1,0,0,0,0,1,0,0
Loja,521154,Paltas,23471,-4.050000000000000,-79.65000000000001,3,2,1,2,2,0,2,6,3,2,2,2,3,3,5,4,6,2,0,1,3,0,4,5,2,2,3,5,5,4,4,6,3,3,5,2,4,1,2,1,5,1,2,4,2,5,4,1,3,2,0,3,2
Loja,521154,Pindal,10540,-4.116100000000000,-80.10760000000001,0,0,4,1,0,1,0,0,0,0,2,0,2,0,1,0,0,0,1,1,2,2,0,2,1,1,0,0,0,1,2,0,4,0,1,0,0,0,1,1,1,0,0,1,1,3,0,0,0,1,1,0,0
Loja,521154,Puyango,15925,-3.870000000000000,-80.09000000000000,3,2,2,0,0,1,2,1,2,1,2,0,1,4,1,2,0,1,1,1,2,3,0,1,1,1,0,1,2,0,4,2,2,8,3,1,1,1,1,1,1,2,2,3,2,1,0,1,2,2,1,1,1
Loja,521154,Quilanga,4197,-4.298000000000000,-79.39860000000000,0,1,0,0,1,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
Loja,521154,Saraguro,33506,-3.625300000000000,-79.24110000000000,1,5,4,1,2,5,1,2,1,1,2,3,1,3,5,2,0,2,5,1,4,2,5,3,0,2,4,5,6,5,2,2,5,7,2,4,2,3,3,1,5,1,4,1,0,2,4,2,4,3,4,1,2
Loja,521154,Sozoranga,7121,-4.327778000000000,-79.78972200000000,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Loja,521154,Zapotillo,14325,-4.386360000000000,-80.24360000000000,0,2,0,1,2,0,1,0,1,0,1,0,0,1,1,0,2,0,2,0,2,1,1,2,1,2,1,3,0,1,1,0,1,1,1,3,0,2,2,2,2,1,1,2,1,1,1,0,1,1,0,0,1
Los Ríos,921763,Baba,43429,-1.784167000000000,-79.67666699999999,2,4,4,3,1,1,0,2,5,1,2,4,4,4,5,14,6,6,12,6,2,3,7,2,3,1,3,1,5,3,2,3,4,3,6,0,4,2,0,5,2,3,2,1,5,5,3,1,0,2,1,3,3
Los Ríos,921763,Babahoyo,175281,-1.800000000000000,-79.53333300000000,15,21,21,22,12,16,10,25,24,13,14,15,35,60,79,60,63,36,45,41,34,24,26,19,32,41,19,28,27,23,21,26,19,19,17,20,24,23,23,32,26,20,26,20,18,15,32,27,24,22,16,20,21
Los Ríos,921763,Buena Fe,83654,-0.8985720000000000,-79.48891600000000,1,5,4,3,3,4,3,5,5,4,5,5,4,8,6,11,9,10,9,17,11,5,5,12,4,3,6,6,3,4,5,4,6,5,6,4,5,6,7,6,4,6,2,1,6,6,6,4,7,4,8,6,4
Los Ríos,921763,Mocache,43316,-1.183850000000000,-79.50552999999999,6,3,1,1,2,0,2,3,4,4,3,3,3,3,2,6,3,1,8,8,2,5,3,4,2,3,2,4,3,3,2,3,2,2,1,2,0,3,2,3,2,1,3,0,2,1,2,2,0,1,1,1,3
Los Ríos,921763,Montalvo,28720,-1.793800000000000,-79.28570000000001,0,4,0,3,1,1,2,0,3,2,2,3,3,8,7,5,2,2,0,2,3,4,4,3,3,3,4,0,3,2,0,0,2,1,2,0,1,1,2,0,1,4,0,1,1,5,2,2,5,2,2,2,5
Los Ríos,921763,Palenque,23638,-1.432800000000000,-79.74950000000000,0,0,0,2,1,2,1,2,2,2,2,2,0,2,3,5,1,2,2,3,2,3,1,0,1,0,0,0,3,2,2,2,1,4,1,1,0,1,1,3,0,1,0,3,4,1,1,1,0,2,0,5,2
Los Ríos,921763,Puebloviejo,44725,-1.550000000000000,-79.53388900000000,3,4,2,8,1,2,4,0,8,5,1,2,3,1,3,8,8,6,4,1,4,3,3,3,1,4,4,1,3,1,4,2,6,3,0,8,3,1,1,4,2,3,1,2,2,5,3,2,1,6,1,2,3
Los Ríos,921763,Quevedo,213842,-1.033333000000000,-79.45000000000000,16,16,13,9,18,21,21,14,28,25,22,19,34,62,71,65,71,52,49,45,41,43,28,53,34,34,27,35,34,36,31,34,31,27,25,23,23,21,22,15,23,27,29,22,29,24,18,21,27,19,21,19,30
Los Ríos,921763,Quinsaloma,20428,-1.206200000000000,-79.31450000000000,0,2,0,2,0,1,1,0,1,1,0,0,1,0,2,0,1,4,1,1,1,2,1,3,2,2,0,5,3,4,3,1,1,1,1,0,0,3,0,1,0,2,2,0,1,0,1,0,1,2,1,1,0
Los Ríos,921763,Urdaneta,32618,-1.570556000000000,-79.47111099999999,1,6,2,0,1,1,3,1,3,3,2,1,7,5,7,8,10,3,8,6,1,1,1,1,3,4,4,3,7,2,4,2,3,3,1,1,5,2,1,2,1,4,5,2,3,2,4,2,3,1,2,1,4
Los Ríos,921763,Valencia,54637,-0.9525000000000000,-79.35310000000000,2,3,1,1,2,2,2,2,0,1,2,1,0,5,2,1,5,9,5,3,2,5,2,2,3,3,3,1,1,2,5,3,0,1,4,2,4,1,1,1,3,2,1,0,3,4,2,0,3,2,2,3,0
Los Ríos,921763,Ventanas,75146,-1.450000000000000,-79.47000000000000,6,6,2,6,3,4,2,7,9,2,2,3,5,13,22,16,20,12,6,10,4,6,1,7,5,8,7,7,7,4,10,7,7,11,9,8,3,4,7,8,4,4,5,4,3,4,4,5,8,6,3,5,4
Los Ríos,921763,Vinces,82329,-1.558333000000000,-79.75000000000000,7,6,6,8,9,6,6,4,6,5,5,4,11,26,17,28,23,12,9,13,15,5,16,8,5,8,4,9,10,5,8,9,9,7,10,7,6,2,4,8,4,5,8,5,3,6,7,6,4,2,3,7,3
Manabí,1562079,Bolívar,45493,-0.8419440000000000,-80.16194400000001,5,3,2,4,8,4,3,2,6,4,4,6,3,1,7,5,5,3,3,7,5,5,6,4,5,5,6,5,7,8,6,10,3,1,4,4,3,4,1,2,2,2,6,1,9,2,3,2,5,2,1,0,4
Manabí,1562079,Chone,131002,-0.6833330000000000,-80.09999999999999,13,10,15,7,6,12,9,8,8,13,9,11,14,16,21,17,23,21,25,23,20,19,19,26,23,8,22,17,16,17,22,14,20,14,18,9,12,6,14,10,12,14,15,16,11,17,15,16,8,13,7,11,16
Manabí,1562079,El Carmen,111344,-1.314700000000000,-80.01690000000001,8,4,6,10,6,7,7,9,6,7,8,5,9,10,10,17,9,11,5,3,6,9,13,6,11,6,12,16,15,7,8,11,12,15,6,10,13,7,4,5,9,10,8,8,7,10,11,8,8,8,4,9,6
Manabí,1562079,Flavio Alfaro,23822,-0.4054000000000000,-79.90580000000000,3,4,2,2,2,3,2,1,2,1,1,3,4,0,3,5,5,0,6,2,4,2,4,1,5,3,2,7,5,4,6,1,3,1,3,3,4,3,4,1,6,0,1,1,1,5,0,4,2,0,1,5,2
Manabí,1562079,Jama,26116,-0.2014000000000000,-80.26590000000000,0,1,1,0,2,0,2,0,0,1,0,0,1,0,2,2,0,0,1,1,2,2,0,1,0,1,1,2,2,0,1,1,1,1,0,3,1,2,1,1,1,1,2,1,1,0,0,0,1,1,1,0,1
Manabí,1562079,Jaramijó,28439,-0.9487300000000000,-80.63630000000001,1,0,2,3,0,3,0,0,0,2,2,1,0,1,8,12,11,5,11,5,4,0,1,3,0,4,1,3,0,1,2,1,0,1,2,2,2,1,0,0,1,2,2,1,1,1,0,1,2,2,0,0,1
Manabí,1562079,Jipijapa,74645,-1.333330000000000,-80.58329999999999,3,10,10,5,2,5,8,5,3,6,6,5,17,38,54,42,46,40,26,15,14,7,8,10,9,10,9,8,6,7,7,11,14,8,8,5,17,9,8,9,8,7,9,7,10,10,8,7,12,5,9,9,7
Manabí,1562079,Junín,18820,-0.9291600000000000,-80.20569000000000,2,3,2,2,1,2,1,0,1,1,5,3,1,3,0,3,0,1,0,3,3,1,1,0,3,1,2,2,2,0,1,1,1,0,0,3,2,2,0,2,2,1,1,6,5,3,3,2,4,0,4,3,1
Manabí,1562079,Manta,264281,-0.9500220000000000,-80.71620000000000,31,32,36,38,35,26,31,44,36,23,31,24,36,60,103,125,160,141,113,113,68,52,45,33,38,36,32,49,43,39,28,51,41,39,41,50,41,31,34,44,38,50,50,36,31,56,38,35,50,39,42,37,37
Manabí,1562079,Montecristi,107785,-1.033330000000000,-80.65000000000001,1,6,5,3,5,5,3,4,6,0,4,2,7,19,33,48,55,34,24,12,12,3,6,5,3,2,3,7,5,5,4,10,6,4,5,5,8,7,4,4,7,2,3,5,9,5,2,4,4,4,7,7,7
Manabí,1562079,Olmedo,10194,-1.396111000000000,-80.20611100000001,1,1,3,3,1,1,1,1,0,0,2,0,0,1,1,3,1,1,0,0,0,0,1,0,4,1,1,1,2,2,0,1,1,1,0,1,2,0,3,0,4,0,3,2,2,2,0,1,0,1,2,0,4
Manabí,1562079,Paján,37093,-1.570000000000000,-80.42000000000000,1,4,2,2,2,3,4,6,1,3,5,3,6,11,11,16,17,5,5,4,11,4,1,6,7,5,4,5,6,4,6,3,4,7,8,5,5,2,3,11,4,3,5,3,4,4,4,1,3,2,6,5,3
Manabí,1562079,Pedernales,63441,0.07010000000000000,-80.05360000000000,2,3,0,8,3,2,3,0,5,4,4,2,2,3,2,7,4,9,3,9,8,5,7,9,6,2,9,4,8,3,13,4,8,6,2,4,2,3,1,4,2,2,4,4,5,3,4,6,5,1,1,2,5
Manabí,1562079,Pichincha,29599,-1.047300000000000,-79.81860000000000,0,2,0,1,1,1,0,0,1,1,2,1,0,0,5,0,0,1,3,2,0,5,2,2,1,3,1,1,3,4,5,3,1,4,4,0,0,1,4,0,6,1,3,0,2,2,1,2,2,1,3,2,0
Manabí,1562079,Portoviejo,321800,-1.056181000000000,-80.45521700000000,36,40,38,41,38,41,38,40,28,34,44,35,29,96,120,109,98,83,94,81,57,74,57,63,61,37,56,58,60,64,54,35,55,54,62,52,47,41,44,42,50,41,49,41,58,50,56,45,46,46,44,31,42
Manabí,1562079,Puerto López,24688,-1.566667000000000,-80.81666700000000,1,1,1,1,0,1,0,0,2,0,0,2,1,4,5,11,12,14,15,8,6,1,4,4,1,0,3,1,5,3,2,3,2,1,3,1,4,3,1,0,2,5,1,2,2,2,5,1,3,2,4,3,3
Manabí,1562079,Rocafuerte,37312,-0.9200000000000000,-80.45999999999999,0,3,4,3,3,3,0,1,2,3,0,4,8,6,7,9,5,10,9,8,1,3,2,6,7,2,2,3,3,3,2,3,6,3,4,8,3,4,6,3,4,6,6,1,4,4,5,7,4,4,5,5,7
Manabí,1562079,San Vicente,24799,-0.5893000000000000,-80.40880000000000,1,2,2,1,3,0,2,2,2,2,1,0,0,3,3,2,1,2,1,2,0,3,3,1,5,2,2,2,1,1,3,2,4,0,1,2,0,3,1,1,2,0,1,0,1,0,0,1,0,0,2,0,3
Manabí,1562079,Santa Ana,48152,-1.206900000000000,-80.37090000000001,1,4,2,4,0,3,3,2,3,1,2,2,5,2,3,7,4,0,5,5,7,5,2,2,1,5,3,5,2,0,2,4,3,4,5,3,4,4,7,4,2,5,5,4,1,2,5,1,3,1,5,3,6
Manabí,1562079,Sucre,62443,-0.6000000000000000,-80.41666700000000,5,3,3,2,3,6,5,5,3,5,5,6,5,10,7,10,12,19,8,11,12,8,13,11,8,12,11,10,13,5,12,10,5,8,7,11,7,11,4,6,6,4,6,4,7,9,7,8,11,10,6,4,10
Manabí,1562079,Tosagua,42297,-0.7800000000000000,-80.26000000000001,4,4,2,3,4,5,0,3,2,2,5,1,4,5,4,6,1,4,5,6,5,6,6,7,6,2,5,3,2,3,3,4,1,2,6,1,4,4,5,4,4,5,1,4,2,6,7,3,7,3,4,5,1
Manabí,1562079,Veinticuatro de Mayo,28514,-1.278889000000000,-80.42000000000000,3,5,2,0,1,4,3,1,3,1,2,1,5,6,5,5,6,3,4,3,4,2,3,3,0,2,2,5,1,3,3,5,3,0,2,3,1,2,1,0,5,3,1,2,2,2,2,2,5,3,1,5,1
Morona Santiago,196535,Gualaquiza,19555,-3.380000000000000,-78.58000000000000,0,2,0,0,2,0,1,1,1,3,1,1,0,0,2,0,0,1,2,0,0,2,5,4,4,0,0,3,1,0,1,2,1,4,1,1,3,3,1,1,1,1,1,6,0,1,1,1,2,2,2,1,2
Morona Santiago,196535,Huamboya,12382,-1.785000000000000,-78.23194400000000,0,0,1,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,4,1,1,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,2,0,0,0,0,1,0,0
Morona Santiago,196535,Limón Indanza,10349,-2.966250000000000,-78.43052800000000,1,0,1,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0,1,0,2,0,0,1,0,2,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,3,0,0,1,0,2,0,0
Morona Santiago,196535,Logroño,7643,-2.624800000000000,-78.18960000000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,2,0,0,2,1,0,0,0,1,0,1,0,0,3,0,1,1,0,0,1,0,2,0,0,1,0,1,0
Morona Santiago,196535,Morona,58281,-2.300000000000000,-78.11666700000001,2,9,4,5,2,8,4,3,0,4,7,1,4,7,3,6,4,1,4,3,5,7,4,8,5,7,9,1,7,7,12,7,10,4,7,3,7,4,7,4,3,4,5,2,5,0,4,5,6,5,5,1,8
Morona Santiago,196535,Pablo Sexto,2897,-1.803056000000000,-77.92111100000000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Morona Santiago,196535,Palora,7719,-1.700000000000000,-77.94000000000000,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0
Morona Santiago,196535,San Juan Bosco,4985,-3.092300000000000,-78.51320000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Morona Santiago,196535,Santiago,11087,-3.429800000000000,-78.56560000000000,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,1,0,0,0,0,0,1,1,2,2,1,4,1,1,1,1,3,2,0,1,2,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,1
Morona Santiago,196535,Sucúa,23823,-2.460000000000000,-78.17000000000000,1,3,4,2,3,0,4,3,2,3,1,3,1,4,0,2,1,1,0,3,1,6,0,2,1,0,2,4,2,5,1,0,7,0,2,0,1,2,3,0,3,3,1,3,0,2,1,5,1,2,2,2,2
Morona Santiago,196535,Taisha,26773,-2.339950000000000,-77.45808000000000,1,1,0,1,1,1,3,2,1,0,0,0,1,1,0,0,0,0,1,1,2,1,1,2,2,0,1,3,2,1,1,2,1,1,0,0,1,3,1,0,1,4,1,0,0,1,0,0,0,0,1,2,0
Morona Santiago,196535,Tiwintza,11041,-2.917670000000000,-77.80170000000000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Napo,133705,Archidona,33068,-0.9166670000000000,-77.78333300000000,3,2,1,2,0,1,1,3,3,0,0,0,1,1,2,3,4,1,2,4,2,4,6,6,5,1,5,2,2,2,5,1,1,3,7,2,4,0,1,1,3,2,3,4,5,2,1,2,2,3,2,2,2
Napo,133705,Carlos Julio Arosemena Tola,4466,-1.166667000000000,-77.84999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Napo,133705,El Chaco,10142,-0.3402780000000000,-77.80888899999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
Napo,133705,Quijos,6847,-0.4636110000000000,-77.89277800000001,1,1,3,0,0,0,0,1,1,0,1,2,0,2,0,1,1,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
Napo,133705,Tena,79182,-0.9890000000000000,-77.81590000000000,6,5,4,3,5,7,3,3,7,1,1,3,1,6,3,4,5,8,9,15,8,14,12,17,7,18,14,12,11,12,5,9,12,9,5,3,5,4,7,5,4,7,7,2,5,2,10,3,7,10,4,7,9
Orellana,161338,Aguarico,3629,-0.9211110000000000,-75.39916700000001,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Orellana,161338,La Joya de los Sachas,39352,-0.3000000000000000,-76.84999999999999,3,4,2,1,0,1,1,3,3,3,2,0,2,2,2,2,1,1,2,5,0,2,0,2,3,5,3,5,8,4,8,2,5,2,2,4,2,5,2,5,0,0,2,1,1,1,3,3,2,2,1,3,0
Orellana,161338,Loreto,24579,-0.6904000000000000,-77.30830000000000,3,2,2,1,0,2,1,2,2,0,3,3,2,0,1,1,2,2,1,3,2,0,5,2,6,3,4,3,0,2,1,3,3,1,3,0,0,1,0,4,1,2,0,0,2,7,2,4,2,1,1,2,3
Orellana,161338,Orellana,93778,-0.4666670000000000,-76.96666700000000,4,4,7,5,3,4,3,3,5,6,1,4,1,5,4,5,4,6,6,4,4,8,11,6,14,16,10,11,19,7,13,7,7,7,4,9,3,4,2,6,6,8,8,8,7,6,4,7,2,1,3,8,4
Pastaza,114202,Arajuno,8128,-1.234370000000000,-77.68750000000000,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Pastaza,114202,Mera,17547,-1.460000000000000,-78.09000000000000,1,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,3,0,1,3,1,0,1,1,0,2,0,2,0,2,0,0,0,1,1,1,0,1,1,2,1,0,0,1
Pastaza,114202,Pastaza,84377,-1.066667000000000,-78.00111099999999,3,8,8,6,5,4,10,6,9,6,5,5,3,7,4,3,6,7,6,5,2,5,4,5,13,12,12,14,13,11,14,9,11,9,6,5,9,4,6,5,2,11,5,5,2,5,6,4,11,3,7,4,2
Pastaza,114202,Santa Clara,4150,-1.267100000000000,-77.88820000000000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Pichincha,3228233,Cayambe,107660,0.04388900000000000,-78.15610000000000,4,8,1,4,6,5,5,7,3,3,3,5,5,4,7,3,6,3,8,5,5,4,9,5,10,11,12,13,16,18,19,14,12,7,8,12,9,10,8,4,5,4,7,5,7,5,6,11,4,7,4,6,5
Pichincha,3228233,Mejía,108167,-0.5101000000000000,-78.56980000000000,6,2,7,8,4,7,8,8,8,3,4,3,7,6,7,5,6,10,9,8,5,5,8,13,8,14,13,12,12,25,21,18,7,7,9,7,6,9,7,5,4,13,8,2,6,4,5,8,9,6,8,9,7
Pichincha,3228233,Pedro Moncayo,43281,0.04369700000000000,-78.34923999999999,1,1,2,1,1,2,0,2,2,3,0,0,3,1,0,2,0,2,2,2,2,1,3,1,5,1,1,3,1,3,4,3,5,0,2,0,1,0,3,1,1,5,2,2,4,5,0,2,1,1,1,1,7
Pichincha,3228233,Pedro Vicente Maldonado,17171,0.1666670000000000,-79,1,1,0,2,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,4,2,1,1,2,0,2,3,0,2,0,0,0,1,3,2,2,1,1,0,0,0
Pichincha,3228233,Puerto Quito,24911,0.1170000000000000,-79.26400000000000,0,2,3,1,1,0,5,2,0,1,3,0,2,0,2,4,1,4,0,1,1,3,1,1,1,2,1,4,3,1,1,3,2,0,1,2,0,1,0,0,1,2,1,1,0,0,3,1,1,0,2,1,1
