provincia,canton,lat,lng,Semana 1,Semana 2,Semana 3,Semana 4,Semana 5,Semana 6,Semana 7,Semana 8,Semana 9,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52
Azuay,Santa Isabel,-3.274170000000000,-79.31560000000000,1,1,3,1,1,3,2,2,0,1,0,1,1,2,1,0,2,0,0,2,2,0,1,1,2,1,2,1,3,0,1,3,2,0,1,1,2,1,0,1,1,0,2,0,2,1,3,1,0,0,3,1
Azuay,Sevilla de Oro,-2.799833000000000,-78.65569400000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Azuay,Sígsig,-3.089700000000000,-78.80320000000000,3,1,1,6,2,4,6,1,2,1,5,0,5,3,3,1,2,2,3,2,3,1,4,2,1,2,0,1,3,0,2,2,0,1,3,3,5,4,6,5,4,2,3,2,1,3,2,3,1,1,1,1
Bolívar,Caluma,-1.633330000000000,-79.25000000000000,1,0,2,1,0,1,1,0,1,3,2,1,5,2,0,0,1,2,0,0,1,3,0,1,1,2,2,2,3,0,0,0,3,1,0,2,1,1,3,1,2,2,2,0,0,1,1,0,3,0,0,0
Bolívar,Chillanes,-1.933333000000000,-79.06666700000000,1,3,2,2,0,2,1,1,2,2,1,2,2,2,1,1,4,3,0,1,1,1,1,3,1,1,2,5,2,1,1,0,0,0,1,1,1,1,0,0,1,0,2,2,1,1,1,1,0,1,0,0
Bolívar,Chimbo,-1.700000000000000,-79.01666700000000,3,1,2,0,3,2,1,1,1,0,1,1,2,1,2,1,2,1,2,1,0,1,0,3,2,1,1,0,0,2,1,0,1,0,1,3,1,0,0,1,1,3,2,2,3,1,2,1,1,0,1,0
Bolívar,Echeandía,-1.433330000000000,-79.26667000000000,0,0,1,0,0,2,0,1,1,1,1,0,0,1,0,1,1,2,0,2,1,0,0,1,0,2,0,3,0,1,2,2,0,0,1,0,3,0,2,1,0,0,1,0,0,1,1,0,1,2,1,1
Bolívar,Guaranda,-1.605556000000000,-79.00305600000000,13,17,7,12,16,10,13,11,11,12,7,8,6,11,8,14,6,6,10,11,8,5,8,13,6,13,5,9,7,6,10,8,7,6,13,7,6,6,3,2,4,9,7,7,7,8,7,10,13,6,10,7
Bolívar,Las Naves,-1.283330000000000,-79.30000000000000,0,0,0,1,0,2,1,1,0,0,1,0,2,1,1,0,0,1,0,0,0,2,0,2,1,2,0,0,0,1,2,1,0,2,0,0,1,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0
Bolívar,San Miguel,-1.700000000000000,-79.03333300000000,3,3,3,1,2,3,3,3,1,0,4,2,2,2,2,1,2,2,4,2,0,1,5,4,2,6,4,1,0,3,2,1,3,0,1,2,3,4,4,2,7,0,2,1,3,2,0,0,0,1,4,0
Carchi,Bolivar,0.5070990000000000,-77.86245400000000,3,1,1,0,1,0,0,1,1,0,1,3,1,2,4,2,1,1,3,1,1,0,0,1,3,0,3,0,3,2,2,1,0,2,2,0,3,2,2,2,0,1,0,1,0,1,1,2,1,3,1,1
Carchi,Espejo,0.6210000000000000,-77.94000000000000,1,0,2,1,0,0,1,2,1,1,0,1,1,0,1,1,0,2,1,1,2,2,0,2,3,0,3,0,0,1,1,1,1,1,1,1,2,1,1,3,2,0,0,0,1,1,0,0,3,3,0,0
Carchi,Mira,0.5538999999999999,-78.04930000000000,0,2,1,2,1,0,2,1,1,0,0,0,0,1,1,2,0,0,2,2,2,0,1,0,1,0,1,1,0,0,4,0,0,1,1,2,1,1,1,0,0,1,1,0,0,5,0,1,1,0,3,1
Carchi,Montúfar,0.6100000000000000,-77.84000000000000,4,0,2,4,4,5,2,2,5,1,3,2,0,4,2,1,2,1,0,4,1,2,1,2,2,3,1,1,0,4,1,0,0,1,2,1,0,1,3,1,1,0,2,3,2,4,4,2,3,2,2,0
Carchi,San Pedro de Huaca,0.6311110000000000,-77.72527800000000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,3,2,0,2,2,0
Carchi,Tulcán,0.8121800000000000,-77.71633000000000,8,6,4,7,12,13,7,7,8,3,8,11,12,3,5,8,4,5,8,10,8,1,8,9,9,7,6,7,11,1,3,17,6,13,12,4,11,9,13,11,7,6,10,8,5,8,3,6,11,9,6,6
Cañar,Azogues,-2.733333000000000,-78.83333300000000,11,6,12,4,11,11,13,3,9,12,11,11,8,7,13,6,4,8,5,6,8,6,13,5,9,15,9,10,7,13,10,9,14,12,9,15,9,10,8,13,13,7,16,10,8,8,8,13,8,7,8,13
Cañar,Biblían,-2.710000000000000,-78.88000000000000,1,1,3,3,1,1,1,1,2,0,4,1,2,1,2,1,1,2,1,3,0,4,2,3,4,0,1,4,2,0,4,1,3,1,1,3,2,1,2,1,2,0,1,1,2,1,2,2,3,1,1,0
Cañar,Cañar,-2.483700000000000,-78.97839999999999,2,6,2,6,9,2,2,6,2,4,9,1,4,3,4,1,5,4,4,4,7,4,7,2,4,4,4,1,5,5,4,3,4,3,1,5,5,8,5,3,4,12,2,3,2,3,6,3,0,9,1,6
Cañar,Déleg,-2.772600000000000,-78.91830000000000,1,0,1,1,0,1,1,0,3,0,1,0,0,0,0,1,0,0,1,0,1,2,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0
Cañar,El Tambo,-2.508100000000000,-78.92489999999999,0,1,2,0,1,1,2,1,1,2,1,0,0,2,1,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,2,2,1,2,1,1,0,1,2,0,0,0,1,1,1,1,0,0,2,1,2,0
Cañar,La Troncal,-2.400000000000000,-79.33000000000000,1,7,2,5,3,4,5,4,0,4,2,2,3,5,4,4,0,7,4,2,2,1,3,4,3,2,4,4,6,4,2,4,6,5,6,5,8,7,2,2,7,2,5,1,3,2,3,6,4,5,3,1
Cañar,Suscal,-2.436400000000000,-79.05220000000000,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,0
Chimborazo,Alausí,-2.200000000000000,-78.84999999999999,2,8,4,2,5,6,3,2,2,1,1,4,2,9,1,5,3,2,3,1,1,2,5,3,4,4,3,3,9,1,2,4,2,1,1,4,3,4,2,1,1,4,0,1,6,3,1,3,4,0,0,0
Chimborazo,Chambo,-1.733333000000000,-78.58333300000000,1,2,1,1,0,1,0,0,0,1,0,0,0,2,0,4,0,1,1,0,2,1,0,1,1,0,1,0,0,1,1,3,0,0,1,1,0,3,1,2,1,3,1,1,0,0,0,0,0,0,1,2
Chimborazo,Chunchi,-2.283333000000000,-78.91666700000000,0,3,2,1,2,1,3,2,2,2,0,1,0,0,3,1,0,0,0,0,1,2,1,1,2,2,1,2,0,1,1,2,0,0,0,0,2,0,1,1,0,0,2,1,3,0,0,2,1,0,1,0
Chimborazo,Colta,-1.700000000000000,-78.75000000000000,4,3,3,1,2,2,6,3,5,2,2,1,5,2,3,5,6,3,2,2,0,6,3,0,2,3,5,4,4,2,5,2,1,2,3,4,9,6,5,2,2,5,3,5,3,1,4,0,2,1,5,1
Chimborazo,Cumandá,-2.200000000000000,-79.13333299999999,0,0,0,4,2,3,0,0,2,1,0,2,0,2,4,1,2,0,1,1,0,1,2,0,1,1,0,0,2,0,1,1,0,3,3,2,1,3,0,0,1,2,1,1,1,0,2,1,1,0,1,0
Chimborazo,Guamote,-1.933333000000000,-78.71666700000000,3,4,3,2,1,5,3,3,2,3,6,3,3,3,3,5,0,1,2,2,3,4,2,3,2,2,3,4,8,4,3,5,1,2,1,1,3,3,2,3,1,5,3,5,1,4,3,7,4,2,3,2
Chimborazo,Guano,-1.583333000000000,-78.63333299999999,2,4,2,1,3,0,2,1,4,0,2,4,6,2,2,1,4,3,0,2,1,2,0,1,3,1,1,5,1,3,3,5,2,1,4,5,2,6,5,3,3,2,6,3,1,3,1,4,4,3,3,2
Chimborazo,Pallatanga,-1.983333000000000,-78.95000000000000,1,2,1,0,1,0,3,0,1,1,0,0,0,2,1,0,2,0,0,1,0,0,0,0,1,1,1,0,2,2,1,1,3,0,1,1,3,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0
Chimborazo,Penipe,-1.557300000000000,-78.53959999999999,1,1,1,1,1,0,0,0,0,1,0,0,2,0,0,0,1,2,0,0,3,0,0,2,0,0,0,0,1,1,1,1,1,0,0,0,0,0,3,2,0,0,0,2,1,1,1,2,0,0,0,1
Chimborazo,Riobamba,-1.674347000000000,-78.64829400000001,40,32,31,32,41,37,33,35,29,37,33,18,21,31,34,31,19,32,24,42,19,17,29,29,30,20,37,40,23,24,29,29,22,26,28,30,27,28,36,31,32,29,29,23,24,20,26,31,23,30,30,22
Cotopaxi,La Maná,-0.9300000000000000,-79.22000000000000,1,1,2,2,4,1,0,6,0,4,4,3,1,0,2,4,1,5,3,4,1,3,2,4,2,3,2,3,5,1,1,4,1,4,3,5,1,4,5,3,4,3,0,0,2,4,2,1,2,3,2,0
Cotopaxi,Latacunga,-0.9333330000000000,-78.61666700000001,27,21,24,21,24,13,31,27,21,22,14,16,20,14,17,26,24,15,26,21,11,24,27,28,23,25,19,18,17,17,16,23,16,16,18,18,14,24,20,19,20,21,25,19,13,16,23,13,22,17,17,20
Cotopaxi,Pangua,-1.133333000000000,-79.06666700000000,3,1,0,2,0,1,2,0,1,1,0,0,0,2,3,1,0,0,0,1,2,1,1,0,1,2,3,4,1,2,0,0,1,0,3,2,1,2,1,0,1,0,0,1,0,1,2,2,0,1,1,1
Cotopaxi,Pujilí,-0.9500000000000000,-78.69000000000000,6,8,7,5,5,3,6,7,10,3,5,4,4,6,1,5,3,0,3,1,6,1,4,6,5,4,9,7,5,1,3,1,6,2,5,11,4,1,2,2,7,5,7,7,4,5,5,3,0,4,6,1
Cotopaxi,Salcedo,-1.050000000000000,-78.58333300000000,3,5,4,5,4,3,2,4,5,6,1,4,3,4,9,6,4,2,4,4,9,5,6,7,2,4,2,2,6,4,5,5,5,3,5,2,3,2,4,1,4,1,1,8,1,3,5,5,4,4,4,3
Cotopaxi,Saquisilí,-0.8300000000000000,-78.67000000000000,4,3,4,3,1,3,1,2,1,4,0,0,1,0,0,2,0,1,1,0,0,2,0,2,3,3,7,0,2,1,2,2,1,0,1,1,1,1,2,6,0,2,0,0,0,5,2,3,3,3,1,0
Cotopaxi,Sigchos,-0.7000000000000000,-78.88333299999999,1,2,2,1,3,1,0,0,0,2,2,1,1,2,1,1,0,2,2,3,1,1,1,0,1,1,2,2,2,1,2,0,1,2,0,5,1,2,3,1,0,1,0,0,3,0,0,3,2,2,0,0
El Oro,Arenillas,-3.550000000000000,-80.06000000000000,3,1,0,1,0,4,2,1,2,3,0,1,2,0,2,2,2,1,1,0,3,0,0,1,0,3,2,0,0,4,1,0,0,2,2,2,3,3,1,1,0,3,1,0,2,1,4,3,1,3,2,0
El Oro,Atahualpa,-2.900000000000000,-78.93333300000000,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,2,0,0,0,2,2,0
El Oro,Balsas,-3.762600000000000,-79.82530000000000,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,1,10,1,1,0,1,0,0,1,0,1,2,0,1,0,0
El Oro,Chilla,-3.450000000000000,-79.58000000000000,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
El Oro,El Guabo,-3.238800000000000,-79.82920000000000,4,2,3,0,1,3,7,4,2,3,1,3,3,1,4,2,4,3,2,1,3,5,5,1,3,3,1,1,1,3,1,2,7,6,5,3,4,5,1,3,2,0,2,3,3,3,2,3,2,5,5,2
El Oro,Huaquillas,-3.481380000000000,-80.24320700000000,4,1,3,4,5,3,2,5,6,4,0,3,2,3,3,3,4,6,1,3,5,3,5,0,2,3,1,3,2,2,3,2,3,0,2,0,2,4,3,1,2,1,5,4,4,3,3,4,3,4,5,1
El Oro,Las Lajas,-3.785000000000000,-80.06166700000000,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0
El Oro,Machala,-3.266667000000000,-79.96666700000000,41,31,33,36,33,24,32,29,28,26,29,27,35,23,24,21,21,32,29,32,25,25,20,25,27,19,32,28,36,34,31,31,34,26,34,21,32,24,23,35,37,27,41,28,29,22,34,23,24,35,30,30
El Oro,Marcabelí,-3.786000000000000,-79.89780000000000,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,1,1,0,1,1,1,0,0,0
El Oro,Pasaje,-3.326900000000000,-79.80490000000000,8,5,3,4,5,5,8,1,7,8,10,4,5,11,6,7,0,4,8,4,7,4,5,10,4,6,6,5,6,5,6,4,7,6,7,6,4,5,6,8,13,6,5,5,2,5,4,3,8,4,7,2
El Oro,Piñas,-3.666667000000000,-79.65000000000001,3,5,5,4,2,3,3,4,2,5,4,4,4,1,5,5,5,7,4,5,6,0,4,4,3,3,2,5,12,7,1,2,3,3,6,6,5,1,5,7,5,5,4,6,3,4,4,3,4,8,3,3
El Oro,Portovelo,-3.720000000000000,-79.62000000000000,1,2,2,1,0,0,0,2,0,1,1,1,0,0,0,1,0,2,1,2,0,0,1,0,0,1,0,1,2,0,0,0,0,1,1,1,2,1,1,2,1,0,0,1,0,0,1,1,1,1,1,0
El Oro,Santa Rosa,-3.452222000000000,-79.96166700000001,14,3,4,4,7,8,9,9,9,5,7,4,4,7,4,3,7,3,5,5,2,9,7,1,4,5,5,5,6,3,3,3,4,7,6,7,5,4,5,8,2,4,5,3,4,8,4,4,3,6,3,1
El Oro,Zaruma,-3.433333000000000,-79.59999999999999,2,2,8,5,2,3,1,2,3,5,5,0,0,2,3,3,6,2,0,2,1,1,2,4,1,2,2,0,1,3,1,3,0,1,3,1,5,1,2,2,1,2,0,0,3,2,1,2,2,2,0,1
Esmeraldas,Atacames,0.8666670000000000,-79.83333300000000,2,3,5,2,4,1,2,0,0,2,2,4,1,1,0,1,2,2,1,1,1,0,3,2,0,1,4,2,2,2,2,2,1,3,3,2,4,1,1,0,1,1,0,2,0,0,4,2,0,2,1,1
Esmeraldas,Eloy Alfaro,1.250000000000000,-79,0,2,1,1,1,1,0,3,1,0,0,0,2,1,1,0,1,0,0,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,5,0,1,1,0,1,1,3,2,0,0,3,1,0,0
Esmeraldas,Esmeraldas,1.050000000000000,-79.20000000000000,21,23,21,23,20,27,28,14,15,18,15,19,14,24,19,17,22,16,11,25,6,21,18,23,20,20,20,21,15,14,12,15,15,21,18,14,15,15,17,23,22,15,16,24,26,8,29,19,13,16,13,16
Esmeraldas,Muisne,0.6067000000000000,-80.01830000000000,2,1,1,0,1,1,1,2,2,1,0,0,0,0,2,3,1,1,1,0,2,1,0,4,1,0,2,0,1,0,1,2,0,0,0,0,2,0,1,2,2,2,2,0,2,0,0,0,1,0,0,0
Esmeraldas,Quinindé,0.3300000000000000,-79.48000000000000,5,11,2,5,2,8,6,10,3,8,5,7,2,7,4,1,8,2,5,6,5,2,3,7,3,0,8,5,7,3,3,9,3,4,10,3,1,3,4,7,7,7,4,3,5,6,3,4,4,4,6,0
Esmeraldas,Rioverde,1.060200000000000,-79.40440000000000,1,1,3,3,3,2,0,0,0,0,2,1,0,2,1,1,1,0,0,3,0,0,3,2,0,1,0,3,0,3,2,1,1,0,5,0,3,0,0,0,3,1,0,1,0,0,1,1,1,0,1,1
Esmeraldas,San Lorenzo,1.265800000000000,-78.84139999999999,0,2,1,1,1,2,4,3,1,3,1,5,0,0,2,0,2,1,1,1,1,1,2,1,3,0,4,0,1,2,3,2,4,2,2,1,2,2,5,0,2,1,1,1,1,2,0,1,2,1,0,1
Galápagos,Isabela,-0.4724000000000000,-90.68110000000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
Galápagos,San Cristóbal,-0.8000000000000000,-89.40000000000001,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0
Galápagos,Santa Cruz,-0.6333330000000000,-90.36666700000001,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,2,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,2,1,0,4,0,3,0,0,0
Guayas,Alfredo Baquerizo Moreno,-1.916667000000000,-79.51666700000000,2,1,0,2,1,0,1,0,0,1,10,0,0,2,2,2,1,1,1,0,1,2,1,1,2,1,1,2,2,0,0,1,2,1,2,0,3,1,3,1,0,2,2,2,2,2,2,1,2,2,2,2
Guayas,Balao,-2.910000000000000,-79.81000000000000,5,5,3,1,0,0,1,0,1,1,2,1,3,2,1,2,1,1,1,0,0,0,0,0,0,3,2,1,0,1,0,1,0,0,1,0,2,1,4,2,2,0,0,0,3,3,2,3,1,0,1,0
Guayas,Balzar,-1.360000000000000,-79.90000000000001,3,3,4,6,4,5,4,6,5,3,4,2,6,2,11,7,6,6,3,4,7,9,2,6,1,4,6,7,1,7,8,8,8,0,5,1,5,6,5,3,6,2,1,7,6,4,5,4,7,3,4,2
Guayas,Colimes,-1.550000000000000,-80.01666700000000,2,3,1,3,2,0,1,2,2,1,2,1,2,2,3,1,1,1,1,1,2,0,1,3,2,0,3,2,0,1,0,1,3,0,1,2,2,3,2,1,4,1,1,2,1,2,2,2,1,1,3,1
Guayas,Coronel Marcelino Maridueña,-2.200000000000000,-79.42000000000000,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,3,0,0,0,2,0,1,2,0,3,0,1,2,0,0,0,0,0,1,0
Guayas,Daule,-1.866667000000000,-79.98333300000000,10,7,10,11,9,8,6,10,11,4,12,7,10,11,10,7,5,8,10,9,7,5,8,5,11,14,11,9,5,13,8,8,12,12,12,11,5,10,15,4,8,14,9,7,11,10,5,9,8,10,6,4
Guayas,Durán,-2.166667000000000,-79.83333300000000,4,12,6,18,3,4,8,6,8,9,9,14,5,10,8,9,6,11,7,8,8,9,5,10,5,10,6,13,8,9,3,8,8,11,14,16,12,6,13,8,9,11,8,11,10,10,12,10,13,7,13,6
Guayas,El Triunfo,-2.330000000000000,-79.40000000000001,4,2,1,3,1,1,4,2,3,2,3,3,6,3,5,6,2,5,3,4,2,1,5,3,2,3,2,0,4,4,4,1,10,4,6,2,2,2,2,6,2,1,2,4,4,7,2,3,2,3,1,2
Guayas,Empalme,-1.046111000000000,-79.63361100000000,6,5,9,8,1,3,2,6,6,8,10,5,5,6,6,5,5,5,6,3,4,5,8,8,5,4,6,2,3,5,5,7,10,1,7,2,7,4,3,1,5,7,2,2,1,4,9,2,2,6,1,3
Guayas,General Antonio Elizalde,-2.200000000000000,-79.17000000000000,1,1,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,2,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
Guayas,Guayaquil,-2.183333000000000,-79.88333299999999,321,326,304,326,275,274,346,295,330,331,316,304,307,304,289,310,328,283,258,312,292,279,265,286,282,327,303,272,292,238,298,291,313,266,299,273,291,272,269,289,257,290,281,327,295,286,278,298,321,300,313,317
Guayas,Isidro Ayora,-1.883333000000000,-80.16666700000000,3,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,2,1,1,2,1,1,1,1,1,0,2,0,1,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,1,4,1,0
Guayas,Lomas de Sargentillo,-1.883333000000000,-80.08333300000000,4,1,2,3,1,0,3,0,1,2,2,2,0,0,2,1,0,2,1,2,4,3,4,1,3,1,0,0,0,3,0,0,1,1,3,2,2,1,1,3,1,1,1,2,3,3,0,0,0,0,0,1
Guayas,Milagro,-2.126944000000000,-79.59916699999999,19,22,22,33,13,21,27,25,19,21,23,18,16,21,23,24,18,17,14,12,21,15,20,18,18,14,19,22,17,29,15,21,16,19,15,13,11,22,21,14,18,27,21,21,17,16,14,27,12,13,17,15
Guayas,Naranjal,-2.672800000000000,-79.61499999999999,4,4,3,3,3,3,3,4,4,3,0,2,2,6,2,9,5,3,2,6,4,4,3,4,5,2,4,5,4,7,3,5,2,1,2,3,5,8,3,9,4,5,2,8,5,1,5,5,3,3,2,3
Guayas,Naranjito,-2.173000000000000,-79.46710000000000,6,2,2,4,4,0,2,2,4,3,0,2,2,1,3,3,4,4,2,2,2,2,4,1,0,4,3,5,5,2,3,5,2,5,3,3,3,0,3,3,2,6,3,2,4,5,2,2,2,3,1,6
Guayas,Nobol,-1.916671000000000,-80.01153900000000,3,0,1,0,1,2,2,4,0,2,2,0,1,1,2,0,2,2,2,4,0,0,0,4,2,2,0,0,1,1,2,0,2,1,2,0,4,2,0,2,4,2,2,1,1,1,2,0,1,1,2,1
Guayas,Palestina,-1.626300000000000,-79.97700000000000,1,3,2,0,0,0,2,1,0,1,1,2,2,0,2,2,1,2,1,3,0,0,2,1,0,0,0,2,1,1,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,3,2,2,0
Guayas,Pedro Carbo,-1.833333000000000,-80.23333300000000,6,2,1,7,6,3,2,5,1,7,0,1,2,3,2,7,3,1,3,1,5,6,4,3,3,5,1,5,4,3,1,1,2,6,2,4,3,4,3,4,4,3,2,4,2,3,3,0,1,4,2,1
Guayas,Playas,-2.623330000000000,-80.38750000000000,7,2,2,3,3,3,2,4,4,5,1,4,3,2,4,2,1,4,9,2,3,0,3,1,4,8,4,5,5,3,2,4,3,6,3,3,5,4,3,3,5,1,4,3,0,3,2,2,2,3,1,3
Guayas,Salitre,-1.829444000000000,-79.81555600000000,5,3,4,5,7,7,7,3,2,3,2,0,6,3,2,2,6,3,7,8,4,5,2,3,5,4,6,2,7,6,4,3,4,2,3,6,3,5,4,4,3,6,3,2,1,3,1,3,8,7,7,1
Guayas,Samborondón,-2.183333000000000,-79.88333299999999,6,4,2,7,2,4,3,5,6,3,1,5,3,5,6,6,5,9,2,2,4,3,5,2,3,2,6,3,4,5,9,2,7,6,4,6,9,5,10,3,5,3,4,4,8,5,3,3,4,3,7,0
Guayas,San Jacinto De Yaguachi,-2.120000000000000,-79.69000000000000,1,1,3,3,2,0,4,6,1,2,3,5,0,1,3,2,2,2,4,3,4,5,4,4,2,3,4,5,2,6,4,5,4,1,0,2,5,3,3,5,2,3,0,0,3,3,3,2,5,4,6,0
